Mod:Item:MetaData, Localized Name
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Boron Broad Axe Head
tconstruct:broad_axe_head:0, Tough Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Hard Carbon Broad Axe Head
tconstruct:broad_axe_head:0, Boron Nitride Broad Axe Head
tconstruct:broad_axe_head:0, Thorium Broad Axe Head
tconstruct:broad_axe_head:0, Uranium Broad Axe Head
tconstruct:broad_axe_head:0, Magnesium Broad Axe Head
tconstruct:broad_axe_head:0, Chocolate Broad Axe Head
tconstruct:broad_axe_head:0, Plastic Broad Axe Head
tconstruct:broad_axe_head:0, Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Reinforced Pink Slime Broad Axe Head
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Boron Sword Blade
tconstruct:sword_blade:0, Tough Alloy Sword Blade
tconstruct:sword_blade:0, Hard Carbon Sword Blade
tconstruct:sword_blade:0, Boron Nitride Sword Blade
tconstruct:sword_blade:0, Thorium Sword Blade
tconstruct:sword_blade:0, Uranium Sword Blade
tconstruct:sword_blade:0, Magnesium Sword Blade
tconstruct:sword_blade:0, Chocolate Sword Blade
tconstruct:sword_blade:0, Plastic Sword Blade
tconstruct:sword_blade:0, Pink Slime Sword Blade
tconstruct:sword_blade:0, Reinforced Pink Slime Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Evil Infused Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Large Sword Blade
tconstruct:large_sword_blade:0, Demonic Large Sword Blade
tconstruct:large_sword_blade:0, Boron Large Sword Blade
tconstruct:large_sword_blade:0, Tough Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Hard Carbon Large Sword Blade
tconstruct:large_sword_blade:0, Boron Nitride Large Sword Blade
tconstruct:large_sword_blade:0, Thorium Large Sword Blade
tconstruct:large_sword_blade:0, Uranium Large Sword Blade
tconstruct:large_sword_blade:0, Magnesium Large Sword Blade
tconstruct:large_sword_blade:0, Chocolate Large Sword Blade
tconstruct:large_sword_blade:0, Plastic Large Sword Blade
tconstruct:large_sword_blade:0, Pink Slime Large Sword Blade
tconstruct:large_sword_blade:0, Reinforced Pink Slime Large Sword Blade
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Boron Hammer Head
tconstruct:hammer_head:0, Tough Alloy Hammer Head
tconstruct:hammer_head:0, Hard Carbon Hammer Head
tconstruct:hammer_head:0, Boron Nitride Hammer Head
tconstruct:hammer_head:0, Thorium Hammer Head
tconstruct:hammer_head:0, Uranium Hammer Head
tconstruct:hammer_head:0, Magnesium Hammer Head
tconstruct:hammer_head:0, Chocolate Hammer Head
tconstruct:hammer_head:0, Plastic Hammer Head
tconstruct:hammer_head:0, Pink Slime Hammer Head
tconstruct:hammer_head:0, Reinforced Pink Slime Hammer Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Magical Wooden Excavator Head
tconstruct:excavator_head:0, Evil Infused Excavator Head
tconstruct:excavator_head:0, Enchanted Excavator Head
tconstruct:excavator_head:0, Demonic Excavator Head
tconstruct:excavator_head:0, Boron Excavator Head
tconstruct:excavator_head:0, Tough Alloy Excavator Head
tconstruct:excavator_head:0, Hard Carbon Excavator Head
tconstruct:excavator_head:0, Boron Nitride Excavator Head
tconstruct:excavator_head:0, Thorium Excavator Head
tconstruct:excavator_head:0, Uranium Excavator Head
tconstruct:excavator_head:0, Magnesium Excavator Head
tconstruct:excavator_head:0, Chocolate Excavator Head
tconstruct:excavator_head:0, Plastic Excavator Head
tconstruct:excavator_head:0, Pink Slime Excavator Head
tconstruct:excavator_head:0, Reinforced Pink Slime Excavator Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:kama_head:0, Boron Kama Head
tconstruct:kama_head:0, Tough Alloy Kama Head
tconstruct:kama_head:0, Hard Carbon Kama Head
tconstruct:kama_head:0, Boron Nitride Kama Head
tconstruct:kama_head:0, Thorium Kama Head
tconstruct:kama_head:0, Uranium Kama Head
tconstruct:kama_head:0, Magnesium Kama Head
tconstruct:kama_head:0, Chocolate Kama Head
tconstruct:kama_head:0, Plastic Kama Head
tconstruct:kama_head:0, Pink Slime Kama Head
tconstruct:kama_head:0, Reinforced Pink Slime Kama Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Magical Wooden Scythe Head
tconstruct:scythe_head:0, Evil Infused Scythe Head
tconstruct:scythe_head:0, Enchanted Scythe Head
tconstruct:scythe_head:0, Demonic Scythe Head
tconstruct:scythe_head:0, Boron Scythe Head
tconstruct:scythe_head:0, Tough Alloy Scythe Head
tconstruct:scythe_head:0, Hard Carbon Scythe Head
tconstruct:scythe_head:0, Boron Nitride Scythe Head
tconstruct:scythe_head:0, Thorium Scythe Head
tconstruct:scythe_head:0, Uranium Scythe Head
tconstruct:scythe_head:0, Magnesium Scythe Head
tconstruct:scythe_head:0, Chocolate Scythe Head
tconstruct:scythe_head:0, Plastic Scythe Head
tconstruct:scythe_head:0, Pink Slime Scythe Head
tconstruct:scythe_head:0, Reinforced Pink Slime Scythe Head
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Magical Wooden Pan
tconstruct:pan_head:0, Evil Infused Pan
tconstruct:pan_head:0, Enchanted Pan
tconstruct:pan_head:0, Demonic Pan
tconstruct:pan_head:0, Boron Pan
tconstruct:pan_head:0, Tough Alloy Pan
tconstruct:pan_head:0, Hard Carbon Pan
tconstruct:pan_head:0, Boron Nitride Pan
tconstruct:pan_head:0, Thorium Pan
tconstruct:pan_head:0, Uranium Pan
tconstruct:pan_head:0, Magnesium Pan
tconstruct:pan_head:0, Chocolate Pan
tconstruct:pan_head:0, Plastic Pan
tconstruct:pan_head:0, Pink Slime Pan
tconstruct:pan_head:0, Reinforced Pink Slime Pan
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Magical Wooden Sign Plate
tconstruct:sign_head:0, Evil Infused Sign Plate
tconstruct:sign_head:0, Enchanted Sign Plate
tconstruct:sign_head:0, Demonic Sign Plate
tconstruct:sign_head:0, Boron Sign Plate
tconstruct:sign_head:0, Tough Alloy Sign Plate
tconstruct:sign_head:0, Hard Carbon Sign Plate
tconstruct:sign_head:0, Boron Nitride Sign Plate
tconstruct:sign_head:0, Thorium Sign Plate
tconstruct:sign_head:0, Uranium Sign Plate
tconstruct:sign_head:0, Magnesium Sign Plate
tconstruct:sign_head:0, Chocolate Sign Plate
tconstruct:sign_head:0, Plastic Sign Plate
tconstruct:sign_head:0, Pink Slime Sign Plate
tconstruct:sign_head:0, Reinforced Pink Slime Sign Plate
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Magical Wooden Tool Rod
tconstruct:tool_rod:0, Evil Infused Tool Rod
tconstruct:tool_rod:0, Enchanted Tool Rod
tconstruct:tool_rod:0, Demonic Tool Rod
tconstruct:tool_rod:0, Boron Tool Rod
tconstruct:tool_rod:0, Tough Alloy Tool Rod
tconstruct:tool_rod:0, Hard Carbon Tool Rod
tconstruct:tool_rod:0, Boron Nitride Tool Rod
tconstruct:tool_rod:0, Thorium Tool Rod
tconstruct:tool_rod:0, Uranium Tool Rod
tconstruct:tool_rod:0, Magnesium Tool Rod
tconstruct:tool_rod:0, Chocolate Tool Rod
tconstruct:tool_rod:0, Plastic Tool Rod
tconstruct:tool_rod:0, Pink Slime Tool Rod
tconstruct:tool_rod:0, Reinforced Pink Slime Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
